ma_tin,tinh_thanh,loai_bat_dong_san,dien_tich_m2,so_phong_ngu,huong_nha,thang_dang_tin,nam_dang_tin,gia_ban_ty_vnd
BDS_320,Hà Nội,Chung cư,222,5,Tây Nam,3,2026,11.64
BDS_321,TP. Hồ Chí Minh,Chung cư,52,5,Tây Nam,9,2025,3.23
BDS_322,TP. Hồ Chí Minh,Đất nền,295,3,Tây Nam,6,2024,29.48
BDS_323,TP. Hồ Chí Minh,Chung cư,113,2,Đông Nam,10,2024,6.45
BDS_324,Hà Nội,Chung cư,297,2,Chính Nam,12,2025,19.85
BDS_325,Bình Dương,Đất nền,70,2,Chính Nam,3,2026,4.59
BDS_326,TP. Hồ Chí Minh,Nhà mặt phố,148,5,Chính Đông,8,2025,27.75
BDS_327,TP. Hồ Chí Minh,Chung cư,85,4,Tây Bắc,5,2025,3.38
BDS_328,TP. Hồ Chí Minh,Nhà mặt phố,235,4,Tây Nam,11,2024,46.58
BDS_329,TP. Hồ Chí Minh,Chung cư,66,3,Đông Nam,11,2025,5.14
BDS_330,Hà Nội,Nhà mặt phố,183,1,Đông Nam,3,2024,27.69
BDS_331,Hà Nội,Nhà mặt phố,236,4,Đông Nam,12,2025,36.0
BDS_332,TP. Hồ Chí Minh,Biệt thự,287,5,Tây Nam,6,2024,82.08
BDS_333,Hà Nội,Chung cư,286,3,Chính Nam,1,2024,12.53
BDS_334,Hà Nội,Đất nền,116,1,Tây Nam,3,2026,9.8
BDS_335,Hà Nội,Chung cư,288,4,Chính Đông,1,2024,14.37
BDS_336,Hà Nội,Nhà mặt phố,32,2,Đông Nam,1,2025,5.98
BDS_337,Đà Nẵng,Chung cư,186,3,Chính Đông,8,2024,4.77
BDS_338,TP. Hồ Chí Minh,Nhà mặt phố,51,4,Chính Nam,3,2025,6.52
BDS_339,TP. Hồ Chí Minh,Nhà mặt phố,43,1,Đông Nam,3,2026,9.56
BDS_340,Hà Nội,Biệt thự,86,4,Chính Nam,5,2025,20.59
BDS_341,TP. Hồ Chí Minh,Biệt thự,220,4,Đông Nam,5,2025,45.75
BDS_342,TP. Hồ Chí Minh,Nhà mặt phố,105,4,Chính Nam,3,2025,21.91
BDS_343,Hà Nội,Chung cư,202,1,Đông Nam,6,2024,12.58
BDS_344,TP. Hồ Chí Minh,Nhà mặt phố,189,5,Tây Nam,3,2024,21.34
BDS_345,Hà Nội,Đất nền,161,4,Đông Nam,3,2026,19.45
BDS_346,TP. Hồ Chí Minh,Chung cư,291,5,Đông Nam,5,2024,12.66
BDS_347,TP. Hồ Chí Minh,Nhà mặt phố,67,3,Tây Nam,6,2025,7.18
BDS_348,Hà Nội,Chung cư,179,2,Chính Nam,1,2025,8.6
BDS_349,Hà Nội,Chung cư,324,1,Tây Nam,10,2024,23.89
BDS_350,TP. Hồ Chí Minh,Chung cư,49,1,Chính Đông,12,2025,2.61
BDS_351,TP. Hồ Chí Minh,Biệt thự,37,2,Chính Đông,6,2024,4.93
BDS_352,Đà Nẵng,Chung cư,312,1,Chính Nam,4,2026,19.44
BDS_353,TP. Hồ Chí Minh,Chung cư,181,1,Đông Nam,5,2025,8.64
BDS_354,Hà Nội,Biệt thự,120,3,Tây Bắc,5,2025,30.38
BDS_355,Hà Nội,Nhà mặt phố,113,2,Tây Nam,10,2024,9.01
BDS_356,TP. Hồ Chí Minh,Đất nền,135,5,Chính Đông,8,2025,13.27
BDS_357,Hà Nội,Chung cư,231,2,Chính Đông,1,2024,7.12
BDS_358,TP. Hồ Chí Minh,Nhà mặt phố,232,3,Chính Đông,3,2026,49.54
BDS_359,Bình Dương,Chung cư,94,4,Chính Đông,4,2024,3.44
BDS_360,TP. Hồ Chí Minh,Nhà mặt phố,246,4,Tây Bắc,9,2024,46.58
BDS_361,Hà Nội,Nhà mặt phố,105,3,Tây Bắc,3,2025,14.64
BDS_362,TP. Hồ Chí Minh,Nhà mặt phố,90,3,Tây Bắc,3,2026,11.16
BDS_363,TP. Hồ Chí Minh,Nhà mặt phố,110,3,Chính Nam,11,2025,9.89
BDS_364,TP. Hồ Chí Minh,Đất nền,156,3,Tây Nam,3,2024,18.02
BDS_365,Bình Dương,Nhà mặt phố,347,5,Tây Nam,8,2025,33.13
BDS_366,Hà Nội,Nhà mặt phố,239,2,Đông Nam,9,2025,21.82
BDS_367,Bình Dương,Chung cư,119,4,Đông Nam,12,2024,3.4
BDS_368,Thái Nguyên,Đất nền,100,2,Chính Nam,8,2024,3.1
BDS_369,Hà Nội,Chung cư,281,3,Đông Nam,5,2026,12.12
BDS_370,Hà Nội,Nhà mặt phố,169,2,Chính Đông,5,2024,27.39
BDS_371,Hà Nội,Chung cư,170,5,Chính Nam,9,2025,10.2
BDS_372,Hà Nội,Đất nền,225,3,Chính Nam,2,2025,24.51
BDS_373,Hà Nội,Biệt thự,299,1,Chính Nam,5,2026,99.25
BDS_374,TP. Hồ Chí Minh,Chung cư,276,5,Chính Đông,1,2026,10.52
BDS_375,Hà Nội,Đất nền,133,2,Tây Nam,8,2025,18.51
BDS_376,Hà Nội,Chung cư,252,2,Chính Nam,10,2024,15.36
BDS_377,Đà Nẵng,Chung cư,122,1,Đông Nam,3,2026,7.43
BDS_378,Hà Nội,Đất nền,297,1,Chính Đông,7,2024,30.13
BDS_379,Đà Nẵng,Chung cư,226,3,Đông Nam,5,2024,9.76
BDS_380,Hà Nội,Chung cư,298,4,Chính Nam,8,2024,15.69
BDS_381,Hà Nội,Nhà mặt phố,215,5,Tây Nam,2,2025,33.24
BDS_382,TP. Hồ Chí Minh,Đất nền,84,4,Chính Nam,10,2024,11.07
BDS_383,TP. Hồ Chí Minh,Chung cư,115,2,Chính Nam,8,2025,4.88
BDS_384,Đà Nẵng,Chung cư,135,1,Tây Nam,6,2024,6.83
BDS_385,TP. Hồ Chí Minh,Chung cư,207,1,Chính Nam,4,2026,10.52
BDS_386,Đà Nẵng,Chung cư,149,1,Chính Đông,12,2025,7.15
BDS_387,Hà Nội,Chung cư,66,5,Chính Nam,5,2025,4.88
BDS_388,Hà Nội,Biệt thự,73,3,Chính Nam,4,2024,12.76
BDS_389,TP. Hồ Chí Minh,Chung cư,40,2,Tây Bắc,5,2025,2.84
BDS_390,Đà Nẵng,Nhà mặt phố,38,1,Chính Đông,3,2024,5.21
BDS_391,Bình Dương,Biệt thự,296,2,Tây Nam,9,2025,57.97
BDS_392,TP. Hồ Chí Minh,Nhà mặt phố,73,1,Đông Nam,3,2026,12.4
BDS_393,Hà Nội,Chung cư,228,2,Tây Bắc,10,2024,9.22
BDS_394,TP. Hồ Chí Minh,Nhà mặt phố,189,4,Tây Bắc,3,2026,29.49
BDS_395,Hà Nội,Biệt thự,306,5,Tây Bắc,1,2026,77.76
BDS_396,Bình Dương,Chung cư,117,2,Đông Nam,3,2026,3.48
BDS_397,Đà Nẵng,Chung cư,199,5,Đông Nam,2,2025,9.81
BDS_398,TP. Hồ Chí Minh,Chung cư,309,4,Tây Nam,8,2025,13.41
BDS_399,TP. Hồ Chí Minh,Nhà mặt phố,261,2,Chính Nam,11,2024,28.67
BDS_400,TP. Hồ Chí Minh,Chung cư,184,5,Tây Bắc,1,2024,12.74
BDS_401,Hà Nội,Đất nền,74,1,Tây Bắc,4,2024,5.13
BDS_402,Thái Nguyên,Nhà mặt phố,36,1,Chính Đông,3,2026,3.44
BDS_403,TP. Hồ Chí Minh,Nhà mặt phố,248,2,Đông Nam,3,2026,34.52
BDS_404,Đà Nẵng,Đất nền,167,5,Đông Nam,12,2025,10.14
BDS_405,Hà Nội,Chung cư,134,3,Tây Bắc,9,2024,7.77
BDS_406,Thái Nguyên,Đất nền,160,3,Chính Đông,9,2024,8.92
BDS_407,Hà Nội,Nhà mặt phố,60,4,Chính Đông,11,2025,10.98
BDS_408,Hà Nội,Nhà mặt phố,71,1,Đông Nam,10,2024,6.24
BDS_409,Thái Nguyên,Chung cư,75,4,Chính Nam,1,2025,2.16
BDS_410,Hà Nội,Nhà mặt phố,33,3,Tây Nam,5,2024,3.46
BDS_411,Hà Nội,Nhà mặt phố,114,3,Chính Nam,12,2025,20.2
BDS_412,Bình Dương,Nhà mặt phố,332,5,Chính Nam,2,2026,31.9
BDS_413,Bình Dương,Chung cư,209,2,Tây Nam,4,2025,6.51
BDS_414,TP. Hồ Chí Minh,Chung cư,193,1,Chính Đông,1,2025,7.08
BDS_415,TP. Hồ Chí Minh,Nhà mặt phố,245,4,Đông Nam,10,2025,46.01
BDS_416,TP. Hồ Chí Minh,Nhà mặt phố,160,1,Đông Nam,4,2025,30.27
BDS_417,Hà Nội,Nhà mặt phố,212,3,Đông Nam,3,2025,17.31
BDS_418,Hà Nội,Nhà mặt phố,75,1,Tây Bắc,3,2024,9.61
BDS_419,TP. Hồ Chí Minh,Chung cư,252,3,Chính Đông,4,2025,15.93
BDS_420,TP. Hồ Chí Minh,Chung cư,103,1,Đông Nam,3,2026,5.0
BDS_421,TP. Hồ Chí Minh,Nhà mặt phố,168,5,Đông Nam,1,2024,33.05
BDS_422,TP. Hồ Chí Minh,Nhà mặt phố,267,3,Chính Đông,1,2026,54.22
BDS_423,Hà Nội,Nhà mặt phố,88,2,Chính Nam,5,2025,16.25
BDS_424,TP. Hồ Chí Minh,Đất nền,348,5,Chính Đông,12,2024,34.26
BDS_425,Hà Nội,Đất nền,56,1,Đông Nam,7,2025,7.46
BDS_426,TP. Hồ Chí Minh,Chung cư,279,1,Tây Nam,3,2025,12.99
BDS_427,TP. Hồ Chí Minh,Nhà mặt phố,242,5,Tây Bắc,1,2026,49.27
BDS_428,Thái Nguyên,Nhà mặt phố,60,2,Tây Nam,7,2025,5.02
BDS_429,Hà Nội,Chung cư,114,4,Đông Nam,2,2025,6.18
BDS_430,Hà Nội,Biệt thự,281,4,Tây Bắc,5,2025,79.15
BDS_431,Hà Nội,Nhà mặt phố,137,2,Đông Nam,3,2024,23.7
BDS_432,TP. Hồ Chí Minh,Đất nền,276,4,Chính Đông,3,2026,40.44
BDS_433,TP. Hồ Chí Minh,Biệt thự,313,1,Tây Bắc,3,2026,49.66
BDS_434,Hà Nội,Chung cư,51,4,Chính Đông,6,2024,3.26
BDS_435,Hà Nội,Chung cư,140,5,Chính Đông,5,2024,4.83
BDS_436,TP. Hồ Chí Minh,Chung cư,229,5,Tây Nam,5,2025,8.02
BDS_437,Hà Nội,Chung cư,239,4,Tây Nam,1,2024,9.71
BDS_438,Đà Nẵng,Chung cư,151,4,Chính Nam,8,2025,7.74
BDS_439,TP. Hồ Chí Minh,Biệt thự,132,3,Đông Nam,2,2025,32.22
BDS_440,Hà Nội,Biệt thự,91,4,Tây Bắc,8,2025,26.41
BDS_441,Hà Nội,Nhà mặt phố,141,2,Tây Nam,8,2025,27.42
BDS_442,Bình Dương,Đất nền,303,1,Chính Đông,1,2025,12.2
BDS_443,Hà Nội,Chung cư,58,2,Chính Nam,3,2026,4.83
BDS_444,Hà Nội,Nhà mặt phố,111,4,Tây Nam,8,2025,22.11
BDS_445,Đà Nẵng,Chung cư,130,4,Chính Nam,4,2024,4.51
BDS_446,Bình Dương,Chung cư,231,4,Tây Nam,5,2026,10.13
BDS_447,Bình Dương,Chung cư,98,4,Tây Bắc,4,2026,4.54
BDS_448,TP. Hồ Chí Minh,Nhà mặt phố,63,1,Đông Nam,9,2024,7.54
BDS_449,Hà Nội,Chung cư,240,2,Đông Nam,11,2025,17.6
BDS_450,Hà Nội,Chung cư,207,1,Tây Nam,12,2025,6.84
BDS_451,TP. Hồ Chí Minh,Nhà mặt phố,76,3,Tây Nam,6,2024,9.39
BDS_452,TP. Hồ Chí Minh,Nhà mặt phố,235,4,Chính Nam,3,2024,44.38
BDS_453,TP. Hồ Chí Minh,Chung cư,221,2,Tây Nam,5,2024,8.11
BDS_454,Thái Nguyên,Chung cư,99,5,Chính Nam,8,2025,3.71
BDS_455,Hà Nội,Đất nền,68,1,Chính Đông,3,2026,4.81
BDS_456,TP. Hồ Chí Minh,Chung cư,33,1,Chính Nam,4,2025,2.73
BDS_457,Hà Nội,Đất nền,205,4,Tây Nam,6,2025,18.95
BDS_458,TP. Hồ Chí Minh,Chung cư,349,5,Tây Nam,7,2025,23.1
BDS_459,Hà Nội,Nhà mặt phố,279,1,Tây Nam,10,2025,50.98
BDS_460,Hà Nội,Nhà mặt phố,86,5,Chính Đông,11,2024,8.34
BDS_461,Hà Nội,Đất nền,31,1,Tây Nam,3,2026,2.07
BDS_462,TP. Hồ Chí Minh,Chung cư,241,5,Chính Đông,1,2025,10.65
BDS_463,TP. Hồ Chí Minh,Chung cư,56,3,Tây Nam,12,2025,2.05
BDS_464,TP. Hồ Chí Minh,Đất nền,42,3,Chính Đông,5,2024,5.2
BDS_465,Bình Dương,Nhà mặt phố,256,5,Chính Nam,3,2026,26.38
BDS_466,Hà Nội,Đất nền,176,1,Chính Nam,10,2025,12.13
BDS_467,Hà Nội,Đất nền,168,1,Tây Nam,2,2025,22.33
BDS_468,Đà Nẵng,Nhà mặt phố,320,3,Đông Nam,8,2025,31.46
BDS_469,Hà Nội,Biệt thự,326,4,Chính Đông,8,2024,65.34
BDS_470,Bình Dương,Nhà mặt phố,216,5,Tây Nam,3,2026,15.2
BDS_471,Hà Nội,Nhà mặt phố,291,5,Chính Nam,5,2024,54.48
BDS_472,Bình Dương,Nhà mặt phố,260,5,Chính Đông,5,2025,17.62
BDS_473,Hà Nội,Nhà mặt phố,50,2,Chính Đông,3,2026,5.45
BDS_474,Thái Nguyên,Nhà mặt phố,171,3,Chính Nam,3,2026,14.33
BDS_475,TP. Hồ Chí Minh,Đất nền,72,1,Tây Nam,3,2026,11.51
BDS_476,Bình Dương,Nhà mặt phố,335,5,Tây Nam,11,2024,20.81
BDS_477,Hà Nội,Nhà mặt phố,196,4,Tây Nam,3,2025,25.69
BDS_478,TP. Hồ Chí Minh,Nhà mặt phố,330,1,Đông Nam,8,2025,59.99
BDS_479,Bình Dương,Chung cư,141,4,Tây Bắc,2,2026,7.68
BDS_480,TP. Hồ Chí Minh,Chung cư,105,4,Chính Nam,2,2026,8.24
BDS_481,TP. Hồ Chí Minh,Chung cư,324,5,Chính Đông,1,2024,25.07
BDS_482,TP. Hồ Chí Minh,Nhà mặt phố,208,1,Tây Bắc,5,2024,27.41
BDS_483,TP. Hồ Chí Minh,Đất nền,219,2,Tây Bắc,5,2024,26.66
BDS_484,TP. Hồ Chí Minh,Nhà mặt phố,231,5,Tây Nam,5,2025,42.52
BDS_485,TP. Hồ Chí Minh,Biệt thự,118,3,Tây Nam,6,2025,22.29
BDS_486,Thái Nguyên,Chung cư,145,2,Tây Bắc,10,2025,4.41
BDS_487,Hà Nội,Đất nền,297,1,Đông Nam,8,2025,23.54
BDS_488,Hà Nội,Chung cư,222,4,Chính Đông,9,2025,12.45
BDS_489,Bình Dương,Chung cư,247,2,Đông Nam,3,2026,6.24
BDS_490,Thái Nguyên,Đất nền,193,3,Tây Nam,3,2026,11.38
BDS_491,TP. Hồ Chí Minh,Chung cư,42,4,Tây Nam,12,2025,2.12
BDS_492,TP. Hồ Chí Minh,Chung cư,304,3,Chính Nam,1,2024,22.55
BDS_493,Hà Nội,Chung cư,130,3,Tây Bắc,1,2024,4.47
BDS_494,Hà Nội,Đất nền,276,4,Tây Nam,9,2025,18.45
BDS_495,TP. Hồ Chí Minh,Nhà mặt phố,341,5,Chính Nam,1,2026,37.23
BDS_496,Hà Nội,Chung cư,188,1,Đông Nam,9,2024,7.59
BDS_497,TP. Hồ Chí Minh,Chung cư,250,3,Chính Đông,2,2024,16.3
BDS_498,Hà Nội,Chung cư,184,1,Chính Đông,3,2025,8.03
BDS_499,Bình Dương,Chung cư,112,2,Tây Bắc,1,2025,4.9
BDS_500,Bình Dương,Đất nền,82,4,Tây Nam,3,2024,6.93
BDS_501,TP. Hồ Chí Minh,Biệt thự,345,2,Chính Đông,8,2024,90.2
BDS_502,TP. Hồ Chí Minh,Biệt thự,178,3,Chính Nam,10,2025,50.86
BDS_503,Hà Nội,Đất nền,53,1,Đông Nam,3,2026,5.55
BDS_504,Đà Nẵng,Đất nền,347,5,Chính Nam,5,2024,33.3
BDS_505,TP. Hồ Chí Minh,Đất nền,307,4,Tây Nam,9,2025,23.17
BDS_506,Hà Nội,Biệt thự,132,4,Tây Nam,9,2025,42.1
BDS_507,Thái Nguyên,Đất nền,269,3,Tây Bắc,5,2025,14.3
BDS_508,Đà Nẵng,Nhà mặt phố,127,4,Tây Bắc,4,2025,17.54
BDS_509,Bình Dương,Chung cư,271,5,Tây Nam,3,2026,9.78
BDS_510,TP. Hồ Chí Minh,Nhà mặt phố,199,1,Tây Bắc,8,2024,28.18
BDS_511,TP. Hồ Chí Minh,Nhà mặt phố,63,5,Tây Nam,3,2026,7.07
BDS_512,TP. Hồ Chí Minh,Nhà mặt phố,191,2,Tây Nam,3,2024,23.05
BDS_513,Bình Dương,Đất nền,260,1,Tây Nam,2,2024,17.35
BDS_514,Đà Nẵng,Nhà mặt phố,184,2,Tây Bắc,5,2024,22.95
BDS_515,Hà Nội,Chung cư,100,2,Tây Nam,10,2025,6.92
BDS_516,Hà Nội,Chung cư,119,1,Chính Đông,3,2026,8.43
BDS_517,Hà Nội,Đất nền,311,4,Đông Nam,8,2024,37.85
BDS_518,Đà Nẵng,Nhà mặt phố,306,1,Chính Nam,3,2024,26.55
BDS_519,Bình Dương,Chung cư,174,1,Đông Nam,12,2024,4.57
BDS_520,Hà Nội,Đất nền,329,3,Tây Bắc,1,2025,47.92
BDS_521,TP. Hồ Chí Minh,Chung cư,270,1,Chính Đông,11,2024,19.75
BDS_522,Hà Nội,Nhà mặt phố,247,3,Tây Nam,12,2024,33.56
BDS_523,Bình Dương,Chung cư,197,1,Chính Đông,1,2025,9.65
BDS_524,Đà Nẵng,Đất nền,269,4,Chính Nam,2,2026,25.7
BDS_525,Đà Nẵng,Đất nền,260,5,Đông Nam,3,2026,26.47
BDS_526,TP. Hồ Chí Minh,Nhà mặt phố,192,5,Tây Bắc,1,2024,38.15
BDS_527,TP. Hồ Chí Minh,Biệt thự,247,1,Tây Bắc,7,2024,47.22
BDS_528,Hà Nội,Biệt thự,279,4,Tây Nam,3,2026,74.13
BDS_529,Hà Nội,Đất nền,178,1,Tây Nam,10,2024,19.81
BDS_530,Đà Nẵng,Đất nền,35,1,Đông Nam,7,2025,3.06
BDS_531,Đà Nẵng,Đất nền,61,5,Tây Bắc,5,2024,4.43
BDS_532,Bình Dương,Nhà mặt phố,169,1,Đông Nam,3,2025,15.46
BDS_533,Bình Dương,Nhà mặt phố,111,3,Đông Nam,5,2024,10.1
BDS_534,TP. Hồ Chí Minh,Chung cư,171,1,Tây Nam,8,2024,11.11
BDS_535,TP. Hồ Chí Minh,Chung cư,227,4,Chính Đông,8,2024,9.63
BDS_536,Bình Dương,Đất nền,287,1,Tây Nam,7,2025,23.71
BDS_537,Đà Nẵng,Chung cư,180,4,Đông Nam,3,2025,5.43
BDS_538,Hà Nội,Nhà mặt phố,175,4,Tây Nam,9,2024,19.39
BDS_539,TP. Hồ Chí Minh,Chung cư,31,3,Tây Bắc,4,2024,1.54
BDS_540,Hà Nội,Nhà mặt phố,223,3,Tây Bắc,5,2026,29.22
BDS_541,Bình Dương,Chung cư,202,1,Đông Nam,1,2025,8.69
BDS_542,TP. Hồ Chí Minh,Đất nền,146,2,Đông Nam,8,2025,13.96
BDS_543,Hà Nội,Biệt thự,275,2,Chính Đông,7,2025,42.57
BDS_544,TP. Hồ Chí Minh,Biệt thự,209,4,Chính Nam,12,2024,56.64
BDS_545,TP. Hồ Chí Minh,Nhà mặt phố,244,1,Tây Bắc,3,2026,26.47
BDS_546,Hà Nội,Biệt thự,138,5,Chính Nam,7,2025,41.32
BDS_547,Hà Nội,Nhà mặt phố,259,4,Tây Bắc,3,2026,27.13
BDS_548,TP. Hồ Chí Minh,Nhà mặt phố,213,5,Tây Bắc,10,2024,38.51
BDS_549,TP. Hồ Chí Minh,Chung cư,205,2,Tây Bắc,10,2024,15.34
BDS_550,TP. Hồ Chí Minh,Đất nền,95,3,Chính Đông,3,2026,9.54
BDS_551,TP. Hồ Chí Minh,Chung cư,209,5,Tây Bắc,3,2026,17.94
BDS_552,Đà Nẵng,Nhà mặt phố,45,4,Đông Nam,5,2024,4.22
BDS_553,TP. Hồ Chí Minh,Đất nền,136,1,Chính Nam,4,2024,19.22
BDS_554,TP. Hồ Chí Minh,Nhà mặt phố,271,2,Tây Bắc,3,2026,55.14
BDS_555,Đà Nẵng,Chung cư,179,2,Chính Nam,10,2024,8.04
BDS_556,TP. Hồ Chí Minh,Nhà mặt phố,136,5,Chính Đông,10,2024,16.19
BDS_557,Hà Nội,Đất nền,220,5,Đông Nam,10,2024,29.49
BDS_558,Hà Nội,Chung cư,45,2,Chính Đông,1,2025,2.72
BDS_559,TP. Hồ Chí Minh,Đất nền,216,5,Tây Bắc,8,2025,22.17
BDS_560,TP. Hồ Chí Minh,Đất nền,69,4,Tây Nam,4,2026,8.86
BDS_561,TP. Hồ Chí Minh,Biệt thự,182,2,Tây Nam,3,2026,45.84
BDS_562,Hà Nội,Nhà mặt phố,198,5,Chính Đông,1,2025,18.08
BDS_563,Hà Nội,Chung cư,40,5,Tây Bắc,4,2024,1.75
BDS_564,Hà Nội,Nhà mặt phố,41,3,Tây Nam,12,2025,7.46
BDS_565,Hà Nội,Nhà mặt phố,163,5,Chính Đông,3,2026,24.04
BDS_566,TP. Hồ Chí Minh,Đất nền,267,5,Chính Đông,9,2024,21.16
BDS_567,Hà Nội,Biệt thự,339,2,Chính Đông,8,2025,65.2
BDS_568,TP. Hồ Chí Minh,Biệt thự,248,2,Chính Nam,5,2025,57.89
BDS_569,Thái Nguyên,Nhà mặt phố,190,4,Đông Nam,2,2025,8.38
BDS_570,Hà Nội,Nhà mặt phố,267,1,Tây Bắc,5,2026,28.13
BDS_571,TP. Hồ Chí Minh,Chung cư,341,5,Tây Nam,5,2026,30.28
BDS_572,TP. Hồ Chí Minh,Chung cư,204,3,Tây Nam,7,2025,11.55
BDS_573,Hà Nội,Biệt thự,326,1,Tây Bắc,12,2024,96.78
BDS_574,TP. Hồ Chí Minh,Nhà mặt phố,117,3,Tây Nam,7,2024,11.85
BDS_575,Đà Nẵng,Nhà mặt phố,308,3,Tây Bắc,6,2025,30.76
BDS_576,Bình Dương,Chung cư,65,2,Chính Đông,1,2026,2.36
BDS_577,Hà Nội,Chung cư,277,1,Đông Nam,8,2025,20.47
BDS_578,Bình Dương,Nhà mặt phố,245,3,Đông Nam,1,2025,14.74
BDS_579,TP. Hồ Chí Minh,Đất nền,303,4,Chính Nam,5,2025,28.21
BDS_580,Hà Nội,Chung cư,292,4,Tây Bắc,8,2024,14.11
BDS_581,TP. Hồ Chí Minh,Chung cư,197,3,Tây Nam,11,2025,11.51
BDS_582,Bình Dương,Nhà mặt phố,97,1,Tây Nam,2,2025,11.7
BDS_583,TP. Hồ Chí Minh,Chung cư,241,1,Chính Đông,12,2024,16.73
BDS_584,Hà Nội,Chung cư,281,5,Chính Đông,10,2025,22.1
BDS_585,TP. Hồ Chí Minh,Chung cư,196,4,Chính Nam,3,2026,8.83
BDS_586,Hà Nội,Nhà mặt phố,54,2,Tây Nam,7,2024,10.12
BDS_587,Hà Nội,Nhà mặt phố,156,5,Đông Nam,6,2025,16.82
BDS_588,Hà Nội,Biệt thự,113,1,Tây Bắc,1,2025,30.75
BDS_589,Hà Nội,Nhà mặt phố,98,5,Tây Nam,9,2025,8.4
BDS_590,Hà Nội,Nhà mặt phố,196,3,Chính Đông,9,2024,20.84
BDS_591,Hà Nội,Chung cư,209,3,Chính Nam,10,2024,11.65
BDS_592,TP. Hồ Chí Minh,Đất nền,282,4,Đông Nam,1,2025,26.33
BDS_593,Hà Nội,Nhà mặt phố,142,1,Chính Nam,3,2024,10.72
BDS_594,Hà Nội,Chung cư,266,3,Chính Đông,1,2025,20.79
BDS_595,Thái Nguyên,Nhà mặt phố,121,3,Chính Đông,9,2024,10.38
BDS_596,TP. Hồ Chí Minh,Chung cư,345,4,Tây Bắc,9,2024,12.27
BDS_597,TP. Hồ Chí Minh,Nhà mặt phố,55,1,Đông Nam,2,2024,9.38
BDS_598,Hà Nội,Nhà mặt phố,158,2,Chính Đông,10,2025,16.59
BDS_599,Hà Nội,Nhà mặt phố,296,5,Chính Đông,5,2024,29.05
BDS_600,Hà Nội,Biệt thự,30,4,Tây Nam,3,2025,5.61
BDS_601,Hà Nội,Biệt thự,330,4,Đông Nam,10,2025,101.24
BDS_602,Hà Nội,Đất nền,43,4,Chính Đông,10,2024,3.8
BDS_603,Hà Nội,Đất nền,222,1,Đông Nam,11,2025,23.41
BDS_604,Hà Nội,Chung cư,167,4,Tây Bắc,3,2026,8.95
BDS_605,Hà Nội,Chung cư,213,2,Chính Đông,6,2025,8.2
BDS_606,TP. Hồ Chí Minh,Chung cư,128,3,Đông Nam,11,2024,4.88
BDS_607,Hà Nội,Chung cư,146,2,Tây Nam,9,2025,11.07
BDS_608,Hà Nội,Chung cư,118,5,Chính Nam,3,2026,9.87
BDS_609,TP. Hồ Chí Minh,Đất nền,79,5,Tây Nam,10,2024,9.15
BDS_610,TP. Hồ Chí Minh,Nhà mặt phố,309,4,Chính Nam,3,2026,56.34
BDS_611,Hà Nội,Nhà mặt phố,336,2,Đông Nam,10,2025,41.46
BDS_612,TP. Hồ Chí Minh,Chung cư,95,5,Tây Bắc,3,2026,7.81
BDS_613,TP. Hồ Chí Minh,Nhà mặt phố,289,2,Tây Nam,12,2024,52.22
BDS_614,Hà Nội,Đất nền,256,3,Chính Nam,1,2025,35.9
BDS_615,Đà Nẵng,Chung cư,143,3,Chính Nam,4,2024,3.8
BDS_616,Bình Dương,Biệt thự,271,4,Chính Nam,3,2026,40.94
BDS_617,Hà Nội,Chung cư,172,2,Tây Bắc,9,2024,12.71
BDS_618,Hà Nội,Biệt thự,261,1,Tây Bắc,3,2026,68.3
BDS_619,Đà Nẵng,Chung cư,63,3,Chính Nam,7,2024,1.5
BDS_620,TP. Hồ Chí Minh,Nhà mặt phố,69,1,Chính Đông,9,2025,11.87
BDS_621,Hà Nội,Biệt thự,195,1,Chính Nam,11,2025,61.55
BDS_622,Hà Nội,Nhà mặt phố,136,4,Tây Bắc,3,2025,15.03
BDS_623,Hà Nội,Nhà mặt phố,349,2,Tây Nam,8,2024,33.33
BDS_624,TP. Hồ Chí Minh,Nhà mặt phố,242,1,Chính Đông,3,2026,28.53
BDS_625,TP. Hồ Chí Minh,Chung cư,97,3,Tây Nam,6,2025,7.7
BDS_626,Hà Nội,Chung cư,50,4,Chính Nam,4,2025,3.04
BDS_627,TP. Hồ Chí Minh,Chung cư,316,3,Tây Nam,5,2025,19.39
BDS_628,TP. Hồ Chí Minh,Chung cư,145,3,Đông Nam,3,2026,5.6
BDS_629,Hà Nội,Biệt thự,231,5,Chính Đông,1,2024,41.11
BDS_630,Hà Nội,Đất nền,111,2,Đông Nam,3,2024,6.96
BDS_631,TP. Hồ Chí Minh,Chung cư,145,1,Chính Đông,12,2025,5.18
BDS_632,Thái Nguyên,Đất nền,175,3,Tây Bắc,3,2026,10.93
BDS_633,TP. Hồ Chí Minh,Chung cư,152,3,Chính Đông,10,2025,7.98
BDS_634,TP. Hồ Chí Minh,Chung cư,343,4,Tây Bắc,6,2025,24.3
BDS_635,Hà Nội,Đất nền,234,2,Đông Nam,2,2025,18.33
BDS_636,TP. Hồ Chí Minh,Chung cư,206,5,Tây Nam,9,2025,17.6
BDS_637,TP. Hồ Chí Minh,Chung cư,74,2,Tây Bắc,6,2024,2.74
BDS_638,Hà Nội,Đất nền,221,2,Tây Bắc,8,2024,24.52
BDS_639,Hà Nội,Biệt thự,299,5,Chính Nam,9,2024,76.89
